,workclass
13646, ?
13647, Self-emp-not-inc
13648, Private
13649, Private
13650, Private
13651, Private
13652, Private
13653, Private
13654, Local-gov
13655, State-gov
13656, Local-gov
13657, Private
13658, Private
13659, Local-gov
13660, Private
13661, Private
13662, Private
13663, Private
13664, Local-gov
13665, Private
13666, Private
13667, State-gov
13668, State-gov
13669, Private
13670, State-gov
13671, Private
13672, Private
13673, Private
13674, Federal-gov
13675, Self-emp-not-inc
13676, Private
13677, Self-emp-not-inc
13678, Local-gov
13679, Private
13680, Private
13681, Self-emp-not-inc
13682, Private
13683, Private
13684, Private
13685, Private
13686, Private
13687, Private
13688, Private
13689, Private
13690, Federal-gov
13691, Private
13692, State-gov
13693, Private
13694, Self-emp-not-inc
13695, Private
13696, Self-emp-not-inc
13697, Private
13698, Private
13699, Private
13700, Private
13701, Private
13702, Private
13703, Self-emp-not-inc
13704, Private
13705, Private
13706, Private
13707, Private
13708, Self-emp-not-inc
13709, Private
13710, Private
13711, ?
13712, Private
13713, Private
13714, Private
13715, Private
13716, Local-gov
13717, Private
13718, Private
13719, Local-gov
13720, Private
13721, Private
13722, Private
13723, Local-gov
13724, Private
13725, Private
13726, Private
13727, Private
13728, Private
13729, Private
13730, Private
13731, Private
13732, Private
13733, Local-gov
13734, Private
13735, Self-emp-not-inc
13736, Private
13737, Federal-gov
13738, Private
13739, Private
13740, Private
13741, Self-emp-not-inc
13742, Private
13743, Private
13744, ?
13745, Private
13746, Private
13747, Private
13748, Private
13749, Private
13750, Private
13751, Private
13752, Private
13753, Federal-gov
13754, Private
13755, Private
13756, Private
13757, Private
13758, Self-emp-inc
13759, Private
13760, Private
13761, Private
13762, Private
13763, Self-emp-not-inc
13764, Private
13765, Private
13766, Private
13767, Private
13768, Federal-gov
13769, Self-emp-inc
13770, Private
13771, Private
13772, Private
13773, Private
13774, Private
13775, Self-emp-not-inc
13776, Local-gov
13777, Self-emp-not-inc
13778, Private
13779, Private
13780, Private
13781, Private
13782, Private
13783, Private
13784, ?
13785, Private
13786, Private
13787, State-gov
13788, State-gov
13789, Private
13790, Private
13791, Self-emp-not-inc
13792, Private
13793, Private
13794, Federal-gov
13795, Self-emp-not-inc
13796, Federal-gov
13797, Private
13798, Private
13799, Private
13800, Private
13801, Self-emp-not-inc
13802, Private
13803, Private
13804, Private
13805, Self-emp-inc
13806, Private
13807, Private
13808, Private
13809, Self-emp-not-inc
13810, Private
13811, Local-gov
13812, Private
13813, Private
13814, Private
13815, ?
13816, Local-gov
13817, Private
13818, Private
13819, Private
13820, Private
13821, Private
13822, Private
13823, Private
13824, Private
13825, Self-emp-not-inc
13826, Private
13827, Private
13828, Private
13829, Private
13830, Private
13831, State-gov
13832, Private
13833, Private
13834, Private
13835, Private
13836, Private
13837, Federal-gov
13838, State-gov
13839, Private
13840, Private
13841, Federal-gov
13842, Private
13843, ?
13844, Private
13845, ?
13846, Private
13847, Private
13848, Private
13849, Private
13850, Private
13851, Private
13852, Private
13853, Private
13854, Private
13855, Private
13856, Self-emp-not-inc
13857, Private
13858, Private
13859, Self-emp-not-inc
13860, Private
13861, Self-emp-not-inc
13862, Private
13863, Self-emp-not-inc
13864, Local-gov
13865, Private
13866, Self-emp-not-inc
13867, Private
13868, Self-emp-not-inc
13869, Private
13870, Private
13871, Self-emp-not-inc
13872, Private
13873, Private
13874, Private
13875, Private
13876, Private
13877, Private
13878, Private
13879, Self-emp-not-inc
13880, Local-gov
13881, Private
13882, Private
13883, Private
13884, ?
13885, Private
13886, Private
13887, Private
13888, Federal-gov
13889, Private
13890, Private
13891, Private
13892, Self-emp-not-inc
13893, Private
13894, Private
13895, Private
13896, Private
13897, Private
13898, Federal-gov
13899, Private
13900, Private
13901, Self-emp-inc
13902, Private
13903, Private
13904, Self-emp-not-inc
13905, Local-gov
13906, Private
13907, Private
13908, Private
13909, Self-emp-not-inc
13910, Self-emp-inc
13911, Private
13912, Private
13913, Private
13914, Private
13915, Private
13916, Local-gov
13917, Private
13918, Private
13919, Private
13920, Private
13921, Self-emp-inc
13922, Private
13923, Private
13924, State-gov
13925, Private
13926, Private
13927, Self-emp-inc
13928, Self-emp-not-inc
13929, Self-emp-not-inc
13930, Private
13931, Self-emp-not-inc
13932, State-gov
13933, ?
13934, Private
13935, Private
13936, Private
13937, Federal-gov
13938, Private
13939, Private
13940, Local-gov
13941, State-gov
13942, Private
13943, Private
13944, Self-emp-inc
13945, Private
13946, Private
13947, Private
13948, Private
13949, ?
13950, Local-gov
13951, Private
13952, Private
13953, Private
13954, Self-emp-not-inc
13955, Federal-gov
13956, Private
13957, Private
13958, Private
13959, Private
13960, Self-emp-inc
13961, Private
13962, Private
13963, Self-emp-inc
13964, Private
13965, Private
13966, Private
13967, Private
13968, Private
13969, Private
13970, Private
13971, Private
13972, Local-gov
13973, Private
13974, Local-gov
13975, Private
13976, Private
13977, Local-gov
13978, Federal-gov
13979, Private
13980, Self-emp-not-inc
13981, Private
13982, Local-gov
13983, Private
13984, Private
13985, Private
13986, Private
13987, Private
13988, Private
13989, Private
13990, Private
13991, Private
13992, Private
13993, Private
13994, Private
13995, Private
13996, Private
13997, Private
13998, Private
13999, Private
14000, Self-emp-inc
14001, Private
14002, Self-emp-not-inc
14003, Local-gov
14004, State-gov
14005, ?
14006, Private
14007, Private
14008, Private
14009, Private
14010, Private
14011, Private
14012, Private
14013, Private
14014, Private
14015, Self-emp-inc
14016, Local-gov
14017, Self-emp-inc
14018, Private
14019, Private
14020, Private
14021, Private
14022, Self-emp-not-inc
14023, Private
14024, Private
14025, Private
14026, Private
14027, Private
14028, Self-emp-not-inc
14029, State-gov
14030, Private
14031, Self-emp-not-inc
14032, Private
14033, Private
14034, Private
14035, Private
14036, Local-gov
14037, Private
14038, Local-gov
14039, Self-emp-inc
14040, Federal-gov
14041, Self-emp-inc
14042, Private
14043, Private
14044, Self-emp-inc
14045, Local-gov
14046, Federal-gov
14047, Private
14048, Private
14049, Private
14050, Private
14051, Private
14052, State-gov
14053, ?
14054, Private
14055, Private
14056, Private
14057, Private
14058, Private
14059, Private
14060, Private
14061, State-gov
14062, Private
14063, Private
14064, Private
14065, Private
14066, Private
14067, ?
14068, Private
14069, Private
14070, Private
14071, Private
14072, Private
14073, Private
14074, Private
14075, Private
14076, Federal-gov
14077, Self-emp-not-inc
14078, Federal-gov
14079, Private
14080, Private
14081, Private
14082, Local-gov
14083, Private
14084, Private
14085, Private
14086, Private
14087, Private
14088, Private
14089, Federal-gov
14090, Self-emp-not-inc
14091, Private
14092, Private
14093, Private
14094, State-gov
14095, Private
14096, Private
14097, Private
14098, Private
14099, Self-emp-not-inc
14100, Private
14101, Private
14102, Private
14103, Private
14104, Private
14105, Private
14106, Private
14107, Federal-gov
14108, ?
14109, Private
14110, Private
14111, Private
14112, Federal-gov
14113, Private
14114, Private
14115, Private
14116, Private
14117, Private
14118, ?
14119, Private
14120, Private
14121, Private
14122, State-gov
14123, ?
14124, Private
14125, Private
14126, Private
14127, Private
14128, Private
14129, Self-emp-not-inc
14130, Private
14131, Private
14132, Private
14133, Private
14134, Private
14135, Private
14136, Private
14137, Local-gov
14138, Private
14139, Private
14140, Private
14141, Private
14142, Local-gov
14143, Private
14144, Self-emp-not-inc
14145, Private
14146, Private
14147, Private
14148, Private
14149, Private
14150, Self-emp-not-inc
14151, ?
14152, Private
14153, Private
14154, Self-emp-not-inc
14155, Private
14156, Private
14157, Private
14158, Private
14159, Local-gov
14160, Private
14161, Private
14162, Private
14163, Private
14164, Private
14165, Private
14166, Private
14167, State-gov
14168, Private
14169, Local-gov
14170, Private
14171, Private
14172, Private
14173, Self-emp-inc
14174, Federal-gov
14175, Self-emp-not-inc
14176, Private
14177, Private
14178, ?
14179, Local-gov
14180, Local-gov
14181, Private
14182, Private
14183, Private
14184, Self-emp-inc
14185, Private
14186, Private
14187, Private
14188, Private
14189, Private
14190, Private
14191, Private
14192, State-gov
14193, Private
14194, Private
14195, Self-emp-not-inc
14196, Private
14197, Private
14198, Private
14199, Private
14200, Private
14201, Private
14202, Private
14203, ?
14204, Self-emp-inc
14205, Private
14206, Private
14207, Private
14208, Federal-gov
14209, Private
14210, Private
14211, Self-emp-not-inc
14212, Private
14213, ?
14214, Private
14215, Local-gov
14216, State-gov
14217, ?
14218, Private
14219, Private
14220, Self-emp-inc
14221, Private
14222, Self-emp-not-inc
14223, Private
14224, Private
14225, Private
14226, Private
14227, Private
14228, Self-emp-not-inc
14229, Private
14230, Local-gov
14231, Private
14232, Private
14233, Private
14234, Private
14235, Private
14236, Self-emp-inc
14237, Local-gov
14238, Self-emp-inc
14239, Private
14240, Federal-gov
14241, Self-emp-not-inc
14242, Private
14243, Private
14244, Private
14245, Private
14246, Self-emp-inc
14247, Local-gov
14248, Self-emp-inc
14249, Private
14250, Private
14251, Private
14252, Private
14253, Private
14254, ?
14255, ?
14256, Private
14257, Self-emp-not-inc
14258, Private
14259, Self-emp-inc
14260, Private
14261, Private
14262, Private
14263, Private
14264, Private
14265, Private
14266, Private
14267, Private
14268, Private
14269, Self-emp-not-inc
14270, Private
14271, Private
14272, Self-emp-inc
14273, State-gov
14274, Private
14275, Self-emp-inc
14276, Self-emp-not-inc
14277, Federal-gov
14278, Private
14279, Private
14280, ?
14281, Private
14282, Self-emp-inc
14283, Private
14284, Self-emp-inc
14285, Self-emp-not-inc
14286, Private
14287, Local-gov
14288, Self-emp-not-inc
14289, Federal-gov
14290, Private
14291, Private
14292, Private
14293, Federal-gov
14294, Private
14295, Local-gov
14296, Private
14297, Private
14298, Private
14299, Private
14300, Self-emp-inc
14301, Private
14302, Private
14303, Private
14304, Private
14305, Private
14306, Private
14307, Private
14308, Private
14309, Private
14310, Private
14311, Private
14312, Private
14313, Private
14314, Private
14315, Private
14316, Private
14317, Private
14318, Private
14319, Private
14320, Private
14321, Private
14322, Federal-gov
14323, Private
14324, Private
14325, Private
14326, Private
14327, Private
14328, Self-emp-not-inc
14329, Private
14330, ?
14331, Private
14332, Private
14333, Private
14334, Self-emp-not-inc
14335, Private
14336, Private
14337, Private
14338, Private
14339, Federal-gov
14340, Private
14341, Private
14342, Private
14343, Self-emp-inc
14344, ?
14345, Private
14346, Local-gov
14347, Local-gov
14348, ?
14349, Private
14350, Private
14351, Federal-gov
14352, Private
14353, Private
14354, Private
14355, Private
14356, Private
14357, Private
14358, Private
14359, Private
14360, ?
14361, Private
14362, Self-emp-inc
14363, ?
14364, Private
14365, Private
14366, Private
14367, Private
14368, Self-emp-inc
14369, Private
14370, ?
14371, Self-emp-inc
14372, Private
14373, Private
14374, Private
14375, Federal-gov
14376, Self-emp-not-inc
14377, Private
14378, Local-gov
14379, Self-emp-inc
14380, Private
14381, Self-emp-inc
14382, Self-emp-not-inc
14383, Private
14384, Self-emp-not-inc
14385, Private
14386, Local-gov
14387, Federal-gov
14388, Private
14389, Private
14390, Private
14391, Private
14392, Private
14393, Private
14394, Local-gov
14395, Local-gov
14396, Self-emp-not-inc
14397, Self-emp-inc
14398, ?
14399, Self-emp-not-inc
14400, Federal-gov
14401, Self-emp-not-inc
14402, Private
14403, Private
14404, Private
14405, Private
14406, Private
14407, Local-gov
14408, Private
14409, Private
14410, Self-emp-not-inc
14411, Private
14412, Private
14413, Private
14414, Private
14415, Private
14416, Private
14417, Private
14418, ?
14419, Private
14420, State-gov
14421, Private
14422, Private
14423, Private
14424, Private
14425, Private
14426, Private
14427, State-gov
14428, Private
14429, Private
14430, ?
14431, Private
14432, Private
14433, Private
14434, Private
14435, Self-emp-inc
14436, Private
14437, Private
14438, Self-emp-not-inc
14439, Private
14440, Private
14441, ?
14442, Private
14443, State-gov
14444, Private
14445, Private
14446, Local-gov
14447, Self-emp-inc
14448, Private
14449, Private
14450, Private
14451, Self-emp-not-inc
14452, Self-emp-inc
14453, Private
14454, Private
14455, Private
14456, Private
14457, Private
14458, Private
14459, Private
14460, Private
14461, Private
14462, Private
14463, Private
14464, Local-gov
14465, Private
14466, Private
14467, Private
14468, Private
14469, Local-gov
14470, Local-gov
14471, Private
14472, Self-emp-not-inc
14473, Local-gov
14474, Private
14475, Private
14476, State-gov
14477, Local-gov
14478, State-gov
14479, Private
14480, Federal-gov
14481, Private
14482, Private
14483, Private
14484, Private
14485, Local-gov
14486, Private
14487, Private
14488, Private
14489, Private
14490, Private
14491, Federal-gov
14492, Private
14493, Private
14494, Private
14495, Federal-gov
14496, Private
14497, Private
14498, Private
14499, ?
14500, Private
14501, Private
14502, Private
14503, State-gov
14504, Private
14505, Private
14506, Self-emp-not-inc
14507, Private
14508, Self-emp-not-inc
14509, Private
14510, Private
14511, Self-emp-not-inc
14512, Private
14513, Self-emp-not-inc
14514, Self-emp-inc
14515, Private
14516, Private
14517, Self-emp-not-inc
14518, Private
14519, Private
14520, Private
14521, Private
14522, Private
14523, Private
14524, Private
14525, Local-gov
14526, Private
14527, Private
14528, Private
14529, Self-emp-inc
14530, Private
14531, Private
14532, Private
14533, Local-gov
14534, ?
14535, ?
14536, ?
14537, Self-emp-inc
14538, Self-emp-not-inc
14539, Local-gov
14540, Private
14541, ?
14542, Federal-gov
14543, Private
14544, Private
14545, Local-gov
14546, Local-gov
14547, Self-emp-not-inc
14548, ?
14549, Private
14550, Self-emp-not-inc
14551, Private
14552, Private
14553, Self-emp-not-inc
14554, Private
14555, Self-emp-not-inc
14556, Private
14557, Private
14558, Self-emp-not-inc
14559, Self-emp-inc
14560, Private
14561, Private
14562, Private
14563, Private
14564, Private
14565, Private
14566, Private
14567, State-gov
14568, Private
14569, Private
14570, Self-emp-not-inc
14571, ?
14572, Private
14573, Self-emp-inc
14574, ?
14575, Private
14576, Local-gov
14577, Local-gov
14578, ?
14579, Private
14580, Private
14581, Private
14582, Private
14583, Self-emp-inc
14584, Private
14585, Private
14586, Local-gov
14587, Private
14588, State-gov
14589, Self-emp-not-inc
14590, Private
14591, Private
14592, Private
14593, Private
14594, Private
14595, Private
14596, Self-emp-not-inc
14597, Private
14598, Private
14599, Private
14600, Private
14601, Private
14602, ?
14603, Self-emp-not-inc
14604, Private
14605, Private
14606, Private
14607, Private
14608, Private
14609, Federal-gov
14610, Private
14611, State-gov
14612, Private
14613, Federal-gov
14614, Private
14615, Federal-gov
14616, Private
14617, Private
14618, ?
14619, Private
14620, Self-emp-not-inc
14621, Private
14622, Private
14623, Private
14624, Private
14625, Private
14626, Local-gov
14627, Private
14628, State-gov
14629, Private
14630, Private
14631, Private
14632, Local-gov
14633, Private
14634, Private
14635, State-gov
14636, Local-gov
14637, Local-gov
14638, Private
14639, Private
14640, State-gov
14641, Private
14642, Private
14643, Federal-gov
14644, Private
14645, Private
14646, ?
14647, Private
14648, State-gov
14649, Private
14650, Self-emp-not-inc
14651, Local-gov
14652, Self-emp-not-inc
14653, Private
14654, Private
14655, Private
14656, Private
14657, Private
14658, Self-emp-not-inc
14659, Private
14660, Private
14661, Local-gov
14662, Private
14663, Self-emp-not-inc
14664, Private
14665, Private
14666, Private
14667, Private
14668, Private
14669, Private
14670, Private
14671, Private
14672, ?
14673, Local-gov
14674, Self-emp-inc
14675, Private
14676, Private
14677, Self-emp-not-inc
14678, Private
14679, Private
14680, Self-emp-not-inc
14681, Self-emp-not-inc
14682, Federal-gov
14683, Federal-gov
14684, Private
14685, Private
14686, Private
14687, Private
14688, ?
14689, Private
14690, Private
14691, Private
14692, ?
14693, Private
14694, Self-emp-not-inc
14695, Private
14696, Private
14697, Private
14698, Private
14699, Private
14700, Private
14701, Private
14702, Private
14703, Private
14704, State-gov
14705, Private
14706, Private
14707, Private
14708, Private
14709, Private
14710, Self-emp-not-inc
14711, Local-gov
14712, Private
14713, Local-gov
14714, Private
14715, Private
14716, Private
14717, ?
14718, ?
14719, State-gov
14720, Private
14721, Private
14722, Private
14723, Private
14724, Private
14725, ?
14726, Private
14727, Private
14728, State-gov
14729, State-gov
14730, Private
14731, Local-gov
14732, Private
14733, Federal-gov
14734, Private
14735, Self-emp-not-inc
14736, Private
14737, Local-gov
14738, Private
14739, Self-emp-inc
14740, Private
14741, Private
14742, ?
14743, Private
14744, Private
14745, Private
14746, ?
14747, Private
14748, Private
14749, Private
14750, Private
14751, Private
14752, Private
14753, Private
14754, Private
14755, Private
14756, Private
14757, Federal-gov
14758, Private
14759, Private
14760, Private
14761, Private
14762, Private
14763, Local-gov
14764, Local-gov
14765, Private
14766, Private
14767, Private
14768, Local-gov
14769, Private
14770, Local-gov
14771, Private
14772, Never-worked
14773, Private
14774, Private
14775, State-gov
14776, Private
14777, Private
14778, Private
14779, State-gov
14780, Private
14781, Private
14782, Private
14783, Self-emp-not-inc
14784, Private
14785, Private
14786, Private
14787, Private
14788, Local-gov
14789, Private
14790, Private
14791, Private
14792, Private
14793, Private
14794, Federal-gov
14795, Private
14796, Private
14797, Private
14798, Private
14799, Private
14800, Private
14801, Private
14802, Private
14803, Self-emp-not-inc
14804, Private
14805, Private
14806, Private
14807, Private
14808, Private
14809, Private
14810, Local-gov
14811, Private
14812, Self-emp-not-inc
14813, Private
14814, Self-emp-not-inc
14815, Self-emp-not-inc
14816, Private
14817, Private
14818, Private
14819, Private
14820, Private
14821, Private
14822, Private
14823, Private
14824, Private
14825, Private
14826, Private
14827, Private
14828, Private
14829, Private
14830, Self-emp-inc
14831, Self-emp-inc
14832, Local-gov
14833, Private
14834, Private
14835, Private
14836, Self-emp-not-inc
14837, Private
14838, Self-emp-inc
14839, Federal-gov
14840, Private
14841, Private
14842, Private
14843, Private
14844, State-gov
14845, Private
14846, Private
14847, Private
14848, Private
14849, Private
14850, Self-emp-not-inc
14851, Self-emp-inc
14852, Private
14853, Private
14854, Private
14855, Private
14856, Private
14857, Private
14858, Federal-gov
14859, ?
14860, ?
14861, Private
14862, Private
14863, Private
14864, Self-emp-inc
14865, Private
14866, Self-emp-inc
14867, Private
14868, Private
14869, Private
14870, ?
14871, Self-emp-not-inc
14872, Private
14873, Private
14874, Private
14875, Federal-gov
14876, Private
14877, Private
14878, Private
14879, Local-gov
14880, Private
14881, Private
14882, Private
14883, Private
14884, Self-emp-not-inc
14885, Private
14886, Private
14887, ?
14888, Private
14889, Private
14890, Private
14891, Private
14892, Private
14893, Private
14894, Private
14895, Federal-gov
14896, Private
14897, Private
14898, Private
14899, Local-gov
14900, Private
14901, Private
14902, Private
14903, Self-emp-inc
14904, Private
14905, Private
14906, State-gov
14907, Private
14908, Private
14909, Private
14910, Private
14911, ?
14912, Private
14913, Private
14914, Private
14915, Self-emp-not-inc
14916, Private
14917, Private
14918, Private
14919, Private
14920, Private
14921, Self-emp-not-inc
14922, Private
14923, Private
14924, Federal-gov
14925, Private
14926, Private
14927, Self-emp-inc
14928, Private
14929, Private
14930, Local-gov
14931, Self-emp-inc
14932, Private
14933, Private
14934, Private
14935, State-gov
14936, Private
14937, Private
14938, State-gov
14939, ?
14940, Self-emp-not-inc
14941, Private
14942, Private
14943, Private
14944, Self-emp-not-inc
14945, ?
14946, Local-gov
14947, Private
14948, Self-emp-not-inc
14949, Private
14950, Private
14951, Private
14952, Private
14953, Private
14954, Private
14955, Private
14956, Private
14957, Private
14958, Local-gov
14959, Private
14960, State-gov
14961, Private
14962, Private
14963, Private
14964, Private
14965, Private
14966, Private
14967, Private
14968, Private
14969, Private
14970, Private
14971, Private
14972, Private
14973, Private
14974, Private
14975, State-gov
14976, Private
14977, Private
14978, Private
14979, Private
14980, ?
14981, Private
14982, ?
14983, Local-gov
14984, Private
14985, Local-gov
14986, Self-emp-not-inc
14987, Private
14988, Private
14989, Private
14990, State-gov
14991, Self-emp-inc
14992, Private
14993, Private
14994, Private
14995, Private
14996, Private
14997, Private
14998, Private
14999, State-gov
15000, Private
15001, Private
15002, Private
15003, Private
15004, Private
15005, Private
15006, Self-emp-inc
15007, Private
15008, Private
15009, Private
15010, Private
15011, Private
15012, ?
15013, Private
15014, Private
15015, Private
15016, Private
15017, Private
15018, Private
15019, Private
15020, Private
15021, Federal-gov
15022, ?
15023, Self-emp-inc
15024, Private
15025, Private
15026, Private
15027, Self-emp-not-inc
15028, Self-emp-not-inc
15029, Local-gov
15030, Private
15031, Local-gov
15032, Private
15033, ?
15034, Private
15035, Private
15036, Private
15037, Self-emp-not-inc
15038, Private
15039, Private
15040, State-gov
15041, Private
15042, Private
15043, Private
15044, Federal-gov
15045, Private
15046, Private
15047, Private
15048, Private
15049, Self-emp-inc
15050, Federal-gov
15051, Private
15052, Private
15053, Private
15054, Private
15055, Private
15056, Private
15057, Private
15058, Private
15059, Private
15060, Private
15061, Self-emp-not-inc
15062, Private
15063, Private
15064, ?
15065, Private
15066, Private
15067, Local-gov
15068, Local-gov
15069, ?
15070, Private
15071, Private
15072, Private
15073, Private
15074, Federal-gov
15075, Local-gov
15076, Private
15077, Self-emp-inc
15078, Private
15079, Private
15080, Private
15081, Private
15082, Local-gov
15083, Private
15084, Private
15085, Local-gov
15086, Private
15087, Private
15088, Private
15089, Private
15090, Private
15091, Private
15092, Private
15093, Private
15094, Private
15095, Private
15096, Private
15097, Private
15098, Self-emp-not-inc
15099, Self-emp-not-inc
15100, Self-emp-inc
15101, Self-emp-not-inc
15102, Local-gov
15103, Private
15104, Self-emp-inc
15105, Self-emp-inc
15106, Private
15107, Local-gov
15108, Local-gov
15109, Private
15110, Private
15111, Private
15112, Federal-gov
15113, Private
15114, Private
15115, Private
15116, Private
15117, Private
15118, Private
15119, Private
15120, State-gov
15121, Private
15122, Self-emp-not-inc
15123, Private
15124, Private
15125, Private
15126, Private
15127, Self-emp-inc
15128, Private
15129, Private
15130, ?
15131, Federal-gov
15132, Private
15133, Private
15134, Federal-gov
15135, Private
15136, Private
15137, Private
15138, Private
15139, Private
15140, Self-emp-not-inc
15141, Self-emp-not-inc
15142, Private
15143, Private
15144, Private
15145, Private
15146, Local-gov
15147, State-gov
15148, Private
15149, Local-gov
15150, Private
15151, Federal-gov
15152, Self-emp-not-inc
15153, Private
15154, Private
15155, Federal-gov
15156, Private
15157, Private
15158, Private
15159, Private
15160, Private
15161, Private
15162, Private
15163, Private
15164, Private
15165, Local-gov
15166, Private
15167, Private
15168, State-gov
15169, Self-emp-not-inc
15170, Private
15171, Private
15172, Private
15173, Private
15174, Private
15175, Private
15176, ?
15177, Self-emp-not-inc
15178, Private
15179, Private
15180, Private
15181, Private
15182, Private
15183, Private
15184, State-gov
15185, Private
15186, Private
15187, Private
15188, Private
15189, Private
15190, Private
15191, Private
15192, ?
15193, Private
15194, State-gov
15195, Private
15196, Private
15197, Private
15198, Private
15199, Federal-gov
15200, Private
15201, Private
15202, Private
15203, Private
15204, Private
15205, Private
15206, Private
15207, Private
15208, Private
15209, State-gov
15210, Self-emp-not-inc
15211, Private
15212, Private
15213, Private
15214, Private
15215, Private
15216, Self-emp-not-inc
15217, Private
15218, Private
15219, Private
15220, ?
15221, Private
15222, Private
15223, Private
15224, Private
15225, Self-emp-inc
15226, Private
15227, State-gov
15228, Private
15229, Federal-gov
15230, Private
15231, State-gov
15232, Private
15233, Self-emp-not-inc
15234, Private
15235, Private
15236, Private
15237, Private
15238, ?
15239, Self-emp-not-inc
15240, Private
15241, Private
15242, Private
15243, Private
15244, Private
15245, Self-emp-not-inc
15246, Private
15247, Private
15248, Private
15249, Private
15250, Private
15251, Private
15252, Local-gov
15253, Private
15254, Private
15255, Private
15256, ?
15257, Private
15258, Private
15259, Private
15260, Private
15261, Private
15262, Federal-gov
15263, Private
15264, Local-gov
15265, Private
15266, ?
15267, Private
15268, State-gov
15269, Private
15270, Private
15271, Private
15272, Private
15273, Private
15274, Private
15275, Private
15276, Private
15277, Private
15278, Private
15279, Self-emp-inc
15280, Private
15281, Private
15282, Private
15283, Self-emp-not-inc
15284, Local-gov
15285, Private
15286, ?
15287, Private
15288, Private
15289, Private
15290, Private
15291, Private
15292, ?
15293, Private
15294, Private
15295, Private
15296, Self-emp-not-inc
15297, Self-emp-not-inc
15298, Private
15299, Private
15300, Private
15301, Private
15302, Private
15303, Private
15304, Private
15305, Private
15306, Private
15307, Private
15308, Private
15309, ?
15310, ?
15311, Private
15312, Private
15313, Private
15314, Private
15315, State-gov
15316, Private
15317, Private
15318, Private
15319, Private
15320, Private
15321, Private
15322, Federal-gov
15323, Private
15324, Private
15325, Private
15326, Local-gov
15327, Private
15328, Self-emp-not-inc
15329, Private
15330, Private
15331, Private
15332, Private
15333, Private
15334, Self-emp-not-inc
15335, Private
15336, Private
15337, Private
15338, Private
15339, Private
15340, Private
15341, Private
15342, Private
15343, Private
15344, Private
15345, Self-emp-not-inc
15346, Private
15347, Private
15348, Private
15349, Federal-gov
15350, ?
15351, State-gov
15352, Self-emp-not-inc
15353, Private
15354, Federal-gov
15355, Private
15356, Private
15357, Private
15358, Private
15359, Private
15360, Federal-gov
15361, Private
15362, Private
15363, Private
15364, Private
15365, Private
15366, Private
15367, Private
15368, Self-emp-not-inc
15369, Self-emp-inc
15370, Private
15371, Local-gov
15372, Local-gov
15373, Private
15374, Self-emp-not-inc
15375, Local-gov
15376, Self-emp-not-inc
15377, Private
15378, Private
15379, Private
15380, Private
15381, Private
15382, Private
15383, Private
15384, Local-gov
15385, Private
15386, Private
15387, Private
15388, Private
15389, Local-gov
15390, Private
15391, Private
15392, Local-gov
15393, Private
15394, Private
15395, Private
15396, Private
15397, Private
15398, State-gov
15399, Private
15400, Private
15401, Private
15402, Local-gov
15403, Private
15404, Private
15405, Local-gov
15406, Private
15407, Private
15408, Private
15409, Private
15410, Private
15411, Local-gov
15412, Private
15413, State-gov
15414, ?
15415, Private
15416, Private
15417, Self-emp-not-inc
15418, Private
15419, Private
15420, Self-emp-inc
15421, Private
15422, Private
15423, Private
15424, ?
15425, Self-emp-inc
15426, ?
15427, Private
15428, Private
15429, Private
15430, Private
15431, Private
15432, Private
15433, Private
15434, Private
15435, Private
15436, Private
15437, Private
15438, Private
15439, Private
15440, Private
15441, Self-emp-not-inc
15442, Private
15443, Private
15444, Private
15445, Private
15446, Federal-gov
15447, Private
15448, Private
15449, Private
15450, Self-emp-not-inc
15451, Private
15452, Private
15453, State-gov
15454, Private
15455, Private
15456, Self-emp-not-inc
15457, Private
15458, Private
15459, Private
15460, Private
15461, Local-gov
15462, Private
15463, Private
15464, ?
15465, Federal-gov
15466, Self-emp-inc
15467, Private
15468, Private
15469, Private
15470, Private
15471, ?
15472, Local-gov
15473, Private
15474, Private
15475, Private
15476, ?
15477, Private
15478, State-gov
15479, Private
15480, Private
15481, Private
15482, Private
15483, Private
15484, ?
15485, Self-emp-not-inc
15486, Private
15487, Private
15488, Private
15489, Private
15490, Private
15491, Private
15492, Self-emp-not-inc
15493, Self-emp-inc
15494, Private
15495, Private
15496, Private
15497, Private
15498, Local-gov
15499, ?
15500, Federal-gov
15501, Private
15502, State-gov
15503, Private
15504, Private
15505, Private
15506, Private
15507, Private
15508, Private
15509, Private
15510, State-gov
15511, Private
15512, Private
15513, Federal-gov
15514, State-gov
15515, Private
15516, Private
15517, Private
15518, Private
15519, Private
15520, Private
15521, Self-emp-not-inc
15522, Private
15523, ?
15524, Private
15525, Private
15526, Private
15527, Private
15528, Self-emp-inc
15529, Self-emp-not-inc
15530, Private
15531, Private
15532, ?
15533, Without-pay
15534, Private
15535, Private
15536, Private
15537, Self-emp-inc
15538, Private
15539, Private
15540, Self-emp-not-inc
15541, Self-emp-inc
15542, ?
15543, Private
15544, Private
15545, Private
15546, Self-emp-inc
15547, ?
15548, Private
15549, Private
15550, Private
15551, Private
15552, Private
15553, Private
15554, Private
15555, Private
15556, Private
15557, Private
15558, Private
15559, Self-emp-not-inc
15560, Private
15561, Self-emp-inc
15562, Local-gov
15563, Private
15564, Private
15565, Self-emp-inc
15566, Federal-gov
15567, State-gov
15568, Private
15569, Private
15570, Private
15571, Federal-gov
